GeneID,meanExpr,log2FC,log2FC SE,p-value,adjpvalue
109616993,4.01273315493448,1.06951351893246,0.279691908242048,0.00115763077894847,0.093882483488003
202500,7.08218227888336,0.515476061847295,0.135071613759151,0.00117486055908247,0.0949046809104491
6487,7.91404033340831,-0.620993627012679,0.163193660055933,0.00120047565309604,0.095582626673105
90637,11.8568490533439,0.517578143027309,0.136068054668628,0.00120384731069942,0.095582626673105
8436,8.95813255736272,-0.796733078253883,0.20948523534677,0.00120508881685386,0.095582626673105
6716,7.27742145572793,0.567302387135416,0.149171892926041,0.00120574414967587,0.095582626673105
496,6.73496374060979,0.466072604157864,0.122608187189498,0.00120973646566934,0.095582626673105
85235,8.33558985328665,0.631421719923837,0.166150224034633,0.0012121254867374,0.095582626673105
29902,9.55017884363643,-0.796531170031251,0.209759236883426,0.00121911731772368,0.095582626673105
283431,9.81723610972179,-0.696438467085288,0.183429208665726,0.00122052091765053,0.095582626673105
83729,6.82240882732852,0.527149595296357,0.139085379924077,0.00123648313496426,0.0959527046138319
390081,5.10634802035798,0.476284336260393,0.125719168696675,0.00124044243869237,0.0959527046138319
4303,7.80853552223226,0.795169910274177,0.209969671665938,0.00124385861912118,0.0959527046138319
399717,6.94316116730082,0.582679936116299,0.15395073728428,0.00124927391065568,0.0959527046138319
55764,8.30275926650421,-0.562036990666644,0.148518270142488,0.00125062049096529,0.0959527046138319
54930,9.55622903537386,-0.67210313320442,0.177654776366908,0.00125330562610912,0.0959527046138319
54947,9.77571073965398,0.504390292727741,0.133423280774978,0.00126023340655852,0.0961244202073151
3833,9.13406540688048,-0.678507510039646,0.179868522531411,0.00128043780672848,0.0971768473600823
23344,11.2081189048698,-0.476191435193822,0.126276602345618,0.00128350354004203,0.0971768473600823
1632,10.809255536505,-0.462458165581822,0.122899355908962,0.00130404929351418,0.0982718231706484
51195,7.13685952828005,0.61951047597002,0.164696249512758,0.00130754497151706,0.0982718231706484
3303,12.5678151910144,1.256734594861,0.334530596029217,0.00131994865280539,0.0985147359312209
692085,7.21316932262533,0.802619793238212,0.213776087917222,0.00132570482248069,0.0985147359312209
8649,9.13121098744494,0.6742475027818,0.17960463391554,0.00132680338535593,0.0985147359312209
26686,5.45329381688456,0.527961668654697,0.140683116837862,0.00132998254473868,0.0985147359312209
140883,9.42480735724097,0.462126930778528,0.123459012259256,0.00135545227964755,0.100040179402188
285513,9.73010521640146,-0.560759635965024,0.149883240963949,0.0013603786834309,0.100043906188657
162466,7.11244194494724,0.510798620044212,0.136814225846447,0.00138131630874005,0.101220885795458
2523,7.78065585834744,0.505005944233737,0.135386620134776,0.00139060691604663,0.101415662453405
374897,7.41513596278534,0.470378574105488,0.126143673816614,0.00139385986996102,0.101415662453405
57194,7.94002450392847,-0.552305411323531,0.14819593650854,0.00139948301312326,0.101464991036265
88,6.03529715572435,0.515848976736027,0.138590516472006,0.00141259174100584,0.101965490027086
4776,7.15218137046704,0.54597677564943,0.146737811608159,0.00141632540489909,0.101965490027086
406895,5.45400021575041,0.643359842983557,0.173052703586035,0.00142484200903871,0.102219959235861
84332,6.22998335976388,0.637077836525856,0.172228189252354,0.00147810112369578,0.10567135489892
7378,8.92996248857015,-0.583954222507373,0.158050046911104,0.00149062624701588,0.106196768528721
2201,8.78990062777414,-0.798948828681462,0.216352158488956,0.00149628367500354,0.106230963473089
51365,6.92341361835638,0.545792132888245,0.148113223620529,0.00151957691976355,0.107352108526227
1112,9.64536817103817,0.438195969190863,0.118980835353431,0.00152573099993081,0.107352108526227
6542,8.50944839841129,-0.574623954098094,0.156053111324225,0.00152777150256644,0.107352108526227
100130275,8.63679538299339,-0.611243566219192,0.166104882215522,0.00153491069636351,0.10748565756992
57578,5.31403273982224,0.528050073743946,0.143685106899113,0.00154953129462731,0.107986772291606
151126,5.98137615547961,0.521355573706544,0.141902193535436,0.00155259273935197,0.107986772291606
768239,7.24548371912546,0.52528999966783,0.14312584653138,0.00156463461969771,0.108456665969451
25791,8.26093987678471,-0.514734892936278,0.140424384593785,0.00157875863200065,0.109067237748786
255762,4.62981318112704,0.593663165714188,0.162035589989228,0.00158431893649144,0.109082502031385
10120,9.62290095031122,-0.476809918038933,0.13020157031059,0.0015896124430931,0.109082502031385
9907,8.8067462527899,0.569395574869684,0.155687309732417,0.00160468984014933,0.109750087133946
7468,9.58046204306718,-0.471809615690614,0.129266035175543,0.00162825471912231,0.110991795106152
642819,6.96205412637068,-0.697579735358255,0.19161550690209,0.00165872358105088,0.112371215382583
219833,7.183921361214,-0.515624448770164,0.141643466666887,0.00165944430553283,0.112371215382583
